Pay Card ID;Monetary
180040670397460;126000
180042539226476;3500
180044239953466;3500
180044335370375;0
180045201850150;3500
180046572914583;3500
180046659189505;7000
180048325425156;0
180048952048974;0
180050480653705;0
180050809468835;133000
180051109225867;7000
180051949606243;3500
180052842269402;42000
180053001904433;0
180055908955871;7000
180057326497940;122500
180057903365395;119000
180059067946887;3500
180060321880524;14000
180060352930644;0
180062659848800;122500
180063325874881;10500
180064464472990;105000
180065411329605;0
180066742723573;3500
180067269047958;740000
180067558117603;122500
180068993022747;0
180073186339783;0
180074265853819;0
180074627743328;0
180074853270640;101500
180074952289665;0
180074978149455;133000
180075154547792;14000
180075409596610;3500
180076008017040;0
180076677620512;0
180076863184943;7000
180077293882437;10500
180078846718763;126000
180080234589061;10500
180083201664057;0
180084216718110;3500
180084292834161;0
180085126533846;3500
180089739884224;0
180089784129574;30500
180090240275308;3500
180090622021106;0
180091631801439;0
180092456265254;129500
180095534848678;3500
180095862033760;3500
180096002521425;3500
180096558513669;0
180096606431591;7000
180097961752050;45500
180097982588566;129500
213100307169137;0
213100436673249;0
213100542795050;3500
213100930486734;3500
213103291564701;0
213104805015669;0
213105335345336;7000
213105441171576;30500
213105773866033;112000
213107317059919;0
213107448129250;23500
213107623841273;3500
213107696090881;0
213108112882307;0
213109346393293;3500
213109439786494;119000
213109637797111;42000
213109818183511;0
213110188531693;3500
213110528533268;3500
213110868551409;38500
213111941956573;0
213113371461462;7000
213114667856993;0
213115245142137;0
213115467544259;14000
213115572929254;10500
213119132205510;0
213119392508801;0
213119611434995;3500
213120748859641;122500
213121182081593;260000
213121265875226;126000
213121690546749;0
213122351336222;45500
213125070843980;260000
213127195148501;119000
213129225555184;740000
213129238120604;3500
213129456959329;23500
213132884130372;7000
213133401291382;126000
213134876567066;7000
213135078300214;0
213135516635817;3500
213135953482814;7000
213135976726106;0
213136570183140;0
213137428120839;3500
213138468536488;7000
213142527848165;0
213142775112736;0
213145603194040;129500
213146091952345;0
213146115464780;0
213148799089875;0
213148807606942;3500
213148974212458;129500
213149478551300;7000
213150687788238;20000
213152538083504;3500
213154018613198;0
213155263532652;129500
213155309116759;126000
213155822653833;0
213156300374850;3500
213159426675861;20000
213160779285738;3500
213162807326799;20000
213164568637687;3500
213165965158193;3500
213166032088637;42000
213166724857828;7000
213169323959862;129500
213169429024355;7000
213169744437795;720000
213170888063660;119000
213171034000424;126000
213171077805689;23500
213173837348075;0
213174928876354;126000
213175543237278;3500
213178003374573;3500
213178670687034;0
213179781403691;115500
213181664355865;7000
213182881743974;660000
213183686660553;0
213184927022546;0
213186627613334;115500
213186864489208;0
213187760461390;700000
213189102300294;0
213189212190841;3500
213189948673904;126000
213191293100137;112000
213192362747287;10500
213192524816871;0
213193665773269;119000
213193773813361;0
213193779899125;38500
213193831461765;7000
213195662335844;10500
213198175349153;0
213199263446000;0
340065298083181;119000
340306170432199;0
340627622454204;3500
340631865010459;133000
340767267954926;30500
340858239719917;119000
340897449986429;3500
340919977107754;0
341160644641094;3500
341371220559499;0
341749541068680;7000
341992529266534;14000
342340103174162;7000
342370004909630;119000
342405505897163;3500
342428250922366;10500
342481915890544;0
342522624491544;0
342531623551844;126000
342533380492204;27000
342543475347247;112000
342680618139048;10500
342684635530668;0
342798300950066;0
342872650777880;10500
342875882384375;126000
342928502675688;20000
343007419401295;119000
343089855267893;122500
343240320417734;133000
343544814093640;7000
343804913072055;0
343851798729291;0
343868065903417;10500
343897458234312;7000
343940315309958;23500
344250101078273;0
344303671677311;115500
344423213182214;129500
344730537548312;0
344784326221920;49000
344819183333911;119000
344919939144164;45500
345343164301796;0
345353368043961;0
345368948195420;3500
345385804376449;0
345391204076258;0
345438640070245;7000
345552372100481;7000
345711968178505;700000
346031371330778;3500
346111902361102;0
346207628214482;0
346331244372936;7000
346348443002072;0
346642743067607;0
346754681244542;0
346835441559343;35000
346910704516122;129500
346939661435562;660000
347105556938180;126000
347204308990092;0
347394043585982;119000
347675686635500;3500
347835146078812;7000
347904062611038;23500
347922988875941;10500
348056817539268;112000
348521853444285;27000
348952647256687;7000
348971987876805;126000
348989346338960;3500
349018786166142;0
349281490644321;3500
349318556724843;0
349361081404960;20000
349409524835249;3500
349509551679244;0
349577577192740;0
349683800593553;0
349927246884450;7000
349944373495091;115500
349988725938217;0
370015486110380;0
370095866460258;45500
370311431463416;115500
370582193494134;3500
370647970357059;3500
370839389206494;7000
370929297991517;7000
370961379631505;3500
370997459832910;126000
371134962154892;126000
371171976930370;0
371381225222392;0
371531722343600;0
371681169418199;0
371749273751332;45500
371935643958745;0
371937801787353;126000
371996902605484;7000
372164514068695;7000
372168346148658;0
372182164168912;0
372186852282778;700000
372342547499422;10500
372920754641099;0
372989062762103;0
373286421882964;126000
373739550258398;7000
373831841048512;7000
373945281501952;122500
373968716660847;3500
374014069623360;27000
374068907744739;119000
374240614589026;7000
374425788588439;3500
374605640807735;10500
374657850740007;3500
374659960840503;112000
374756385426999;0
374826778607941;0
374858162789159;7000
374902780598731;7000
374911260215393;122500
374955360512720;10500
375103944933430;0
375351347671954;14000
375635714547874;31500
375644954631844;0
375849137332372;0
375867734867970;20000
375884069521593;0
376364308641089;119000
376385999513543;7000
376484029520394;3500
376709300726678;0
376852885787879;0
376862509774591;115500
376891580681755;0
376898980622834;101500
377209543455986;0
377219934316440;10500
377491408293302;0
377528136379455;119000
377569057489568;38500
377643054710555;112000
377814808795289;0
377840859133591;0
377853404669522;20000
377951303236425;0
378346560438229;122500
378380996212239;0
378459243668060;720000
378517729021177;0
378553815963022;0
378734496477017;3500
378851219912235;0
378872365541693;119000
378884680600534;7000
379146828277263;0
379208329550349;0
379311975236617;0
379334845079777;119000
379536428825406;3500
379645412081015;0
379698722302464;14000
379764016867073;0
2221445182130548;35000
2222447529017148;10500
2223457554196542;14000
2224519731151218;119000
2225718394811808;0
2225908618079114;0
2227323355527424;3500
2228311847056606;3500
2228966290983968;7000
2230586135601355;10500
2233615633685953;3500
2234108734722874;7000
2237024668362032;10500
2237440645700724;122500
2238216398569014;7000
2238533576611255;0
2240530662222332;0
2240842022789573;129500
2242917911338522;3500
2243068249815945;119000
2245530208975489;49000
2245958200404051;0
2246744141931579;0
2247096843683316;119000
2250309611886654;23500
2250593856143596;0
2251303901446716;105000
2251394829781052;42000
2251412124634980;760000
2251789533334355;10500
2252740481304766;23500
2253830524576980;3500
2254018175787390;0
2254547572690815;7000
2254638260624412;0
2256888825417103;3500
2257480643432230;0
2259163638164343;0
2260346863403083;7000
2264571354561190;7000
2265280580380180;10500
2265284059556833;20000
2265285227934786;119000
2267435685058176;0
2267480345217374;3500
2268827633129357;0
2271334495240039;7000
2273899076950287;122500
2276099634138221;122500
2277145964192996;0
2278758248898730;0
2283627247451804;7000
2283822362148166;3500
2287729476596220;27000
2289300561235740;10500
2291402671071407;122500
2294272245944067;49000
2294337563510525;38500
2294823290681911;760000
2295060820117756;0
2295655379188437;119000
2295833910329055;0
2295962091596974;0
2296212953530805;0
2297064871329623;31500
2299307292080236;3500
2299346377262087;122500
2299897648971146;0
2308113896893183;7000
2321217432765996;38500
2334349002831919;0
2375500523547414;0
2377960243266687;3500
2379863459699716;129500
2395779522951670;3500
2397392857976292;129500
2400990004481721;3500
2402313549139274;133000
2407683922581481;126000
2417139615155040;122500
2473199094095209;3500
2484941381862990;119000
2488692931173646;23500
2496327332529688;10500
2505362184127520;0
2516083110424925;0
2527622104972154;98000
2529170861460912;133000
2533274598434606;20000
2540998621379880;119000
2542754285760594;23500
2543669657890820;7000
2552369444600479;112000
2556356195137492;0
2589024911735525;0
2594772896759927;0
2606548319852663;49000
2614059373381201;0
2635487652896273;0
2647723044055343;0
2661114083902044;0
2679374058097150;108500
2692738856680636;10500
2701475996968535;10500
2701731820995189;0
2702344034077338;10500
2704159399403335;0
2705859087410182;10500
2708264434040542;119000
2712823212983860;0
2714279979787895;0
2715068670618445;3500
2715637868237109;0
2716817624410658;42000
2718070346782735;129500
2719590630002838;7000
2719822646362025;3500
2720067582504076;98000
2720210828491753;3500
2720228027487356;45500
2720484776954605;0
2720497305962063;126000
2720556419423963;0
2720613492785683;0
2720946153421739;115500
2720964102776863;7000
3500714556028764;101500
3500911525249675;3500
3500921788966584;126000
3500965207195341;0
3501420578252437;126000
3501484774533651;0
3502084149637283;108500
3502800039632328;126000
3502967899324468;38500
3503299442876375;3500
3503918016820705;3500
3503950365035536;0
3504089754852802;0
3504280064228391;3500
3504385786384834;112000
3504571602552593;7000
3504648028041755;0
3504787672864607;126000
3505143514830399;7000
3505552225259278;0
3505707886664931;0
3506580241941339;115500
3506675645732225;0
3507067369909966;7000
3507107976417837;122500
3507250769984157;0
3507503365743967;0
3507714953618871;10500
3507749826517850;3500
3507821491441722;7000
3507946556271373;133000
3508055251895822;129500
3508400279072394;3500
3508576375228004;0
3508642829144211;0
3508668489770649;10500
3508859132846676;10500
3508912774663915;42000
3509163775507805;49000
3509479409766173;0
3510332230740486;3500
3510579386878722;3500
3510894501773918;7000
3511110900198436;0
3511593949794788;7000
3512094791916164;0
3512336121003019;23500
3512866953021028;3500
3512921611736416;0
3512927531214772;23500
3513474919754912;0
3513938907047497;7000
3514160059639984;0
3515529130973407;126000
3516006502484403;105000
3516594869567563;115500
3516971157050652;20000
3517510209029816;108500
3517522624788322;3500
3517828003370511;119000
3518707807771562;0
3519627867674408;14000
3520019550205566;0
3520040370814007;0
3520704464952524;3500
3520950520120701;45500
3521324916954983;7000
3521407549788058;0
3521412313713308;14000
3521453331746722;45500
3521519180300355;0
3521643682976940;42000
3521790276677051;0
3521870832057616;38500
3522432572015145;129500
3522515700043201;0
3522657002696375;3500
3522780633744305;3500
3523401971692951;0
3523501988176433;3500
3523565456909732;126000
3523592823651425;3500
3524537484100286;23500
3524682532578974;10500
3525037988255016;7000
3526351018142667;10500
3527853482331808;115500
3528266385259712;119000
3528429476454085;105000
3528467207724574;0
3528575651750075;0
3528988342978833;133000
3529040558177467;126000
3529812024069001;126000
3529836046214477;7000
3530393834004501;31500
3531178674835422;0
3531560183774236;0
3531742475032842;119000
3532626368844679;0
3533275484229917;3500
3533408904312159;122500
3533554681284713;0
3533946420547527;3500
3533955956389840;0
3534387229540216;0
3534872160014081;49000
3535503118200501;42000
3535601073732219;0
3535679723903364;0
3535956287015847;3500
3536007702267420;0
3536054810131767;0
3536102311063490;31500
3536260321802008;112000
3536572066357562;7000
3536612674069934;0
3536755789592496;3500
3536759468239783;119000
3537344445143314;133000
3537543297101185;112000
3537573241596842;0
3537626290568235;0
3538188301958649;7000
3538696105114797;0
3538895574758627;10500
3539535695881465;112000
3539941673936471;23500
3540286623681182;0
3540357155140234;0
3540498853163878;0
3540608831782736;720000
3540776389563673;3500
3541360891398495;3500
3541980313378864;0
3542062438073909;0
3542465875351169;122500
3542709697749732;10500
3543024804143004;0
3543155487538258;3500
3543780874912921;3500
3544454385390261;126000
3544787327556469;0
3544885200157403;20000
3544914025938688;14000
3544931989278653;122500
3545483364022719;0
3545499820365948;0
3546736957468063;126000
3546745892021028;0
3546981403871656;42000
3547463230183083;20000
3548059679186550;7000
3548361222831512;0
3548403375808853;10500
3548452441599863;122500
3548624132054354;7000
3548650711273610;115500
3548815673143131;115500
3549158005951908;740000
3549182300492467;122500
3549191016294752;0
3549196554775237;3500
3549492311838172;10500
3549586894382068;7000
3551174827324245;0
3551528187475295;3500
3551981413181544;640000
3552701702810473;0
3552994986533131;112000
3553127778031324;3500
3553179744446813;3500
3553882732550120;20000
3553913499987591;0
3554107048543687;119000
3554529563627118;7000
3554617687183249;3500
3555123859996566;27000
3555797726624178;7000
3555926116596197;112000
3556146215285027;49000
3556195772842969;115500
3558600128587539;3500
3558933713672139;10500
3559020047557332;101500
3559068882188796;7000
3559367200080515;119000
3559527684074603;20000
3559703923069965;119000
3560071015571703;0
3560222992102547;20000
3560398544907466;0
3560553042793780;0
3560571608142499;0
3560800953678538;0
3561570507349808;0
3561698313205524;7000
3562084958981605;0
3562165113182591;20000
3562827751538133;27000
3562846499195097;7000
3562938327884362;0
3563151380900971;122500
3563362178943707;0
3563424865580547;3500
3563893917447576;7000
3563958892124142;3500
3564356712043346;112000
3565172697755427;3500
3565305562822738;3500
3565528607360162;136500
3565938568828570;0
3566083387398361;10500
3566398620690444;119000
3566956122502027;45500
3567474399039094;200000
3567627939359872;115500
3567825925804758;122500
3568170248461682;3500
3569356789042960;680000
3569562588766630;0
3569565201587911;0
3569644495730154;45500
3569762797187392;23500
3570145781190035;119000
3570416613897992;119000
3570422408611549;119000
3570576233000275;0
3570915405874358;119000
3571912617977029;129500
3572319298075777;3500
3572603058080220;20000
3573079519217686;10500
3573408657682585;45500
3573742802282614;0
3574760392403324;10500
3575726862796769;42000
3575787320226609;0
3575842886901929;3500
3575910364072826;42000
3576239635494729;0
3576449712519922;10500
3576933261371405;7000
3577254949793269;0
3577841063274066;7000
3578176001624687;0
3578285852914400;3500
3578456570165787;0
3578546492845597;0
3579692870866695;115500
3580401035990896;136500
3580438908059433;0
3581468120171962;3500
3581752444414350;0
3582791887979981;0
3582809689935223;3500
3583083290821821;0
3583284755921516;0
3583719174260210;680000
3583963796594222;3500
3584962536745457;3500
3585368335087506;0
3585765705663958;108500
3586400849118805;3500
3586579113176852;7000
3587337956647904;0
3587341902618993;0
3587354599889728;115500
3587383448789714;0
3587585995659591;0
3588104432841769;10500
3588647692912019;20000
3589096682082517;3500
3589380857722689;0
3589596090520842;0
3589887902314387;10500
3590799800881051;3500
3591405047323472;7000
3591523876458647;0
3591625379300794;7000
3591646002078433;0
3591995490629201;115500
3592011302266742;3500
3592243227579699;112000
3592453519647910;0
3592455361016219;7000
3592479316508823;42000
3592979659361243;3500
3593536489487546;680000
3593546121496854;0
3594541352723257;3500
3594837551443691;23500
3594955647820605;0
3594978763014050;3500
3595205443049515;0
3595557073549879;7000
3595563351921350;3500
3595587515299718;3500
3595625700824872;0
3596085027829766;3500
3596121484860455;7000
3596612633477696;122500
3597250558885848;3500
3597961910262449;45500
3598871005576489;3500
3599135027909212;7000
3599499494778116;0
4002752407278767;0
4004639087878214;27000
4010122113950127;7000
4017399936916682;0
4017802962833960;115500
4019905363673105;0
4022281651234843;0
4023261383627521;0
4029454332563640;115500
4031452920035662;3500
4034493214627498;0
4039277633695458;0
4039731076295002;0
4048311863748346;3500
4051635843184691;3500
4059988700534876;3500
4063236761080155;3500
4070614142286496;27000
4071961106848962;0
4084397395150486;0
4087795255830674;0
4098204418287473;0
4100923161042365;0
4106531301179023;0
4107216437478023;10500
4108867874541241;10500
4113704079015924;122500
4116056920356172;122500
4120255279087511;126000
4124367889402737;0
4129181789427503;7000
4131228650532352;3500
4132189126928781;760000
4141881827609673;14000
4145595849881195;112000
4148347241602606;0
4160871836365389;10500
4164398783623350;136500
4165770694718959;108500
4166272280740025;0
4170500995160491;7000
4172238784006231;0
4174057702390453;119000
4178139365296478;0
4179573090284608;660000
4179888484808006;7000
4181188603059045;0
4194044871819252;7000
4204445450568152;10500
4204699625962688;3500
4204865049770227;0
4205185024799813;23500
4211436908827150;7000
4219635643278197;122500
4224452028283146;0
4225556492720471;0
4228391009711723;0
4230327309726801;0
4232532077815102;23500
4232932278590191;0
4238644242805860;122500
4241777460261997;7000
4245292824652416;0
4245445434793232;0
4247047725165183;0
4250503208533960;10500
4254175641149864;27000
4254578036400869;0
4255875058269084;0
4266760335382388;0
4268357779873820;0
4268640600849949;0
4280604323776734;10500
4281107697609985;0
4287168593134639;7000
4294484188649274;122500
4295166628049855;23500
4295466784594425;20000
4302263817704050;7000
4306383820128588;7000
4306399682236699;0
4309038731411054;0
4310011077804361;3500
4311304097214201;3500
4314001786147604;23500
4314957027209455;3500
4315902376539812;7000
4317815230091374;23500
4321295069509396;45500
4325586038960413;0
4327711116930264;0
4341447463633670;7000
4345294247705168;0
4348256733711510;0
4366512846464588;119000
4366771817472539;115500
4371163154338171;7000
4375765946745400;122500
4376541203354296;0
4377104655542451;23500
4378713285050450;0
4380073493099534;0
4380875529452127;0
4381256169826731;3500
4383238262907426;7000
4384653483539395;0
4386024845816111;23500
4387100690520898;3500
4389022563393310;105000
4389172423416718;7000
4389389255631822;10500
4394677357168120;133000
4396640433281182;3500
4400739923249354;0
4401832304257580;0
4407311853761924;0
4407412992029205;7000
4411710323049659;3500
4412277273662567;115500
4416447200752700;7000
4423922482419104;10500
4430021291336251;0
4433768133150830;0
4436873412170868;0
4437160351996555;35000
4440511208147260;129500
4441968018689585;0
4445364788309420;10500
4446021936531169;0
4449764366485821;7000
4450080570279470;122500
4450403105752326;0
4454094248666451;20000
4455586187126891;129500
4456609130359051;0
4463457533357848;7000
4469237778044804;0
4482532618774708;7000
4483881844493578;0
4484508142147221;0
4490538004709364;112000
4491168846978040;0
4492109252403353;0
4498767637558201;126000
4498998094495583;0
4501839580844956;23500
4504835338188867;0
4511533243601477;0
4517023765413166;7000
4518705930955431;7000
4523723987090328;0
4525441838992083;3500
4526942453399131;115500
4528824477684144;108500
4532407180860336;126000
4537604821505685;7000
4538778656278748;0
4542110885190433;0
4542504506802329;7000
4543133446525763;112000
4543770359797416;42000
4544515842302442;126000
4544982061905141;0
4545194032759487;7000
4551895931872012;112000
4553303241142836;27000
4557229660693510;3500
4558067111007925;3500
4563392639388729;0
4565819618289286;0
4566988485083087;10500
4570326177710945;3500
4571332363310689;3500
4578758363171981;129500
4580278479854954;10500
4581300237839678;0
4582832677562989;45500
4582951929146910;0
4583892581346290;3500
4585349556668958;7000
4586454154379245;0
4590339247562523;38500
4592780721139296;42000
4607578492019777;119000
4607954544005942;3500
4611826651808983;0
4612175181278450;0
4613789240364280;115500
4613911137735824;45500
4614257598078141;7000
4619696552530271;3500
4623486440149169;3500
4628562596639925;115500
4631523226967560;0
4636055192881546;0
4637961799161092;0
4642976742436642;7000
4650487889977769;3500
4652259970415845;7000
4654235106641320;10500
4656484264640462;129500
4657065205010987;3500
4660075829742639;3500
4661843359109266;115500
4667963556135841;115500
4668070292518162;10500
4668539141678666;0
4673419635061948;0
4677662015218176;0
4680239652114110;7000
4684647405560965;0
4684821109015770;122500
4692797186209751;10500
4693229754928686;700000
4699023220672919;0
4704902042632297;0
4705243679928131;140000
4706129919148789;0
4708188051530194;740000
4708293952214417;3500
4708295371136584;126000
4709388179342204;0
4712578077830764;42000
4713105079051022;3500
4719371541269014;0
4719913296770918;0
4721230793157234;0
4721742558058605;45500
4723250872219869;0
4724873649782668;42000
4726207758980912;126000
4729781006341363;0
4735363010235782;7000
4736304277327671;49000
4738454241042571;3500
4739532514157439;112000
4740523357550472;3500
4746981794942799;7000
4752851022235137;0
4754286332085799;122500
4759974348569444;122500
4760883584117262;3500
4762996545785189;20000
4764453041191296;0
4766007569419196;129500
4767223872063121;0
4775824447575950;7000
4776067366589862;0
4790144523070821;45500
4799378402955576;108500
4800273826652460;30500
4802014570181753;0
4805645458987501;0
4806753400680924;0
4811093995390867;0
4816654317647006;3500
4817620823758230;0
4820012802801816;20000
4822998072462404;0
4826599994372923;3500
4827442129358526;45500
4836315239761517;27000
4839065457731638;3500
4839213833679358;3500
4840744854508974;0
4844866858023357;23500
4846285352667528;0
4847987759140889;0
4851113638274418;0
4857511536859376;0
4861975056603973;126000
4866640196160616;0
4868902332492297;0
4879699657417431;10500
4883884234588862;0
4885331907664776;122500
4885706111446864;0
4888709601933075;0
4890377962908080;0
4893901061192218;7000
4894146910205774;0
4899581514802532;23500
